[INFO]
256	12	290	48
[OBJECTS]
#brick
0	256	12	258	48
0	256	12	290	18
0	286	12	290	48
0	256	45	290	48
#gachbandan
22	259	43	260	44
22	263	43	264	44
22	267	43	268	44
22	271	43	272	44
22	275	43	276	44
22	279	43	280	44
22	283	43	284	44
				
22	260	42	261	43
22	264	42	265	43
22	268	42	269	43
22	272	42	273	43
22	276	42	277	43
22	280	42	281	43
22	284	42	285	43
				
22	261	41	262	42
22	265	41	266	42
22	269	41	270	42
22	273	41	274	42
22	277	41	278	42
22	281	41	282	42
22	285	41	286	42
				
22	258	40	259	41
22	262	40	263	41
22	266	40	267	41
22	270	40	271	41
22	274	40	275	41
22	278	40	279	41
22	282	40	283	41
				
22	259	39	260	40
22	263	39	264	40
22	267	39	268	40
22	271	39	272	40
22	275	39	276	40
22	279	39	280	40
22	283	39	284	40
				
22	260	38	261	39
22	264	38	265	39
22	268	38	269	39
22	272	38	273	39
22	276	38	277	39
22	280	38	281	39
22	284	38	285	39
				
22	261	37	262	39
22	265	37	266	39
22	269	37	270	39
22	273	37	274	39
22	277	37	278	39
22	281	37	282	39
22	285	37	286	39
				
22	258	36	259	37
22	262	36	263	37
22	266	36	267	37
22	270	36	271	37
22	274	36	275	37
22	278	36	279	37
22	282	36	283	37
				
22	259	35	260	36
22	263	35	264	36
22	267	35	268	36
22	271	35	272	36
22	275	35	276	36
22	279	35	280	36
22	283	35	284	36
				
22	260	34	261	35
22	264	34	265	35
22	268	34	269	35
22	272	34	273	35
22	276	34	277	35
22	280	34	281	35
22	284	34	285	35
				
22	261	33	262	34
22	265	33	266	34
22	269	33	270	34
22	273	33	274	34
22	277	33	278	34
22	281	33	282	34
22	285	33	286	34
				
22	258	32	259	33
22	262	32	263	33
22	266	32	267	33
22	270	32	271	33
22	274	32	275	33
22	278	32	279	33
22	282	32	283	33
				
22	259	31	260	32
22	263	31	266	32
22	267	31	268	32
22	271	31	272	32
22	275	31	276	32
22	279	31	280	32
22	283	31	284	32
				
22	260	30	261	31
22	264	30	265	31
22	268	30	269	31
22	272	30	273	31
22	276	30	277	31
22	280	30	281	31
22	284	30	285	31
				
22	261	29	262	30
22	265	29	266	30
22	269	29	270	30
22	273	29	274	30
22	277	29	278	30
22	281	29	282	30
22	285	29	286	30
				
22	258	28	259	29
22	262	28	263	29
22	266	28	267	29
22	270	28	271	29
22	274	28	275	29
22	278	28	279	29
22	282	28	283	29
				
22	259	27	260	28
22	263	27	264	28
22	267	27	268	28
22	271	27	272	28
22	275	27	276	28
22	279	27	280	28
22	283	27	284	28
				
22	260	26	261	27
22	264	26	265	27
22	268	26	269	27
22	272	26	273	27
22	276	26	277	27
22	280	26	281	27
22	284	26	285	27
				
22	261	25	262	26
22	265	25	266	26
22	269	25	270	26
22	273	25	274	26
22	277	25	278	26
22	281	25	282	26
22	285	25	286	26
				
22	258	24	259	25
22	262	24	263	25
22	266	24	267	25
22	270	24	271	25
22	274	24	275	25
22	278	24	279	25
22	282	24	283	25
				
22	263	23	264	24
22	267	23	268	24
22	271	23	272	24
22	275	23	276	24
22	279	23	280	24
22	283	23	284	24
				
22	264	22	265	23
22	268	22	269	23
22	272	22	273	23
22	276	22	277	23
22	280	22	281	23
22	284	22	285	23
				
22	261	21	262	22
22	265	21	266	22
22	269	21	270	22
22	273	21	274	22
22	277	21	278	22
22	281	21	282	22
22	285	21	286	22
				
22	258	20	259	21
22	262	20	263	21
22	266	20	267	21
22	270	20	271	21
22	274	20	275	21
22	278	20	279	21
22	282	20	283	21
				
22	259	19	260	20
22	263	19	264	20
22	267	19	268	20
22	271	19	272	20
22	275	19	276	20
22	279	19	280	20
22	283	19	284	20
				
22	260	18	261	19
22	264	18	265	19
22	268	18	269	19
22	272	18	273	19
22	276	18	277	19
22	280	18	281	19
22	284	18	285	19
#portal 
#to area 112
20	260	23	261	24	112	-174	37
20	285	39	286	41	207	5	0
	
