[INFO]
112	80	160	113
[OBJECTS]
0	112	80	114	113
0	112	110	144	113
0	112	80	144	82
0	142	82	144	113
0	114	90	118	98
0	134	106	144	113
0	134	86	138	106
0	118	103	134	106
0	122	86	126	103
0	130	87	134	90
0	126	95	130	98

0	118	95	120	96
0	114	107	116	108
0	116	103	118	104
0	120	87	122	88
0	120	91	122	92
0	120	99	122	100
0	126	91	128	92
0	130	95	132	96
0	128	87	130	88
0	132	99	134	100
0	138	91	140	92
0	138	99	140	100
0	140	87	142	88
0	140	95	142	96
0	140	103	142	104


0	118	102	119	103
0	121	102	122	103
0	126	94	127	95
0	129	94	130	95
0	126	102	127	103
0	129	102	131	103
0	133	102	134	103
0	130	86	131	87
0	133	86	134	87


1	119	102.99	121	103
1	127	94.99	129	95
1	127	102.99	129	103
1	131	102.99	133	103
1	131	86.99	133	87

#portal
#area 8	
