[TEXTURES]
1	textures\1.png	255	255	255	1

#sprite_id	left	top	right	bottom	texture_id
[SPRITES]
#background-----------
1011	0	0	510	224	1	
1012	0	136	146	224	1

1021	510	0	766	224	1

#credit_Ani-----------
10011	5	228	26	252	1

11021	34	226	49	240	1
11022	51	226	66	240	1
11023	68	226	83	240	1

11031	34	242	49	257	1

#credit_string---------
-1	87	255	95	263	1

65	97	255	105	263	1
66	107	255	115	263	1
67	117	255	125	263	1
68	127	255	135	263	1
69	137	255	145	263	1
70	147	255	155	263	1
71	157	255	165	263	1
72	167	255	175	263	1
73	177	255	185	263	1
74	187	255	195	263	1
75	197	255	205	263	1
76	207	255	215	263	1
77	217	255	225	263	1
78	227	255	235	263	1
79	237	255	245	263	1
80	248	255	256	263	1
81	258	255	266	263	1
82	268	255	276	263	1
83	279	255	287	263	1
84	289	255	297	263	1
85	299	255	307	263	1
86	309	255	317	263	1
87	319	255	327	263	1
88	329	255	337	263	1
89	339	255	347	263	1
90	349	255	357	263	1

45	359	255	367	263	1
46	369	255	377	263	1
33	379	255	387	263	1

48	389	255	397	263	1
49	399	255	407	263	1
50	409	255	417	263	1
51	419	255	427	263	1
52	429	255	437	263	1
53	439	255	447	263	1
54	449	255	457	263	1
55	459	255	467	263	1
56	469	255	477	263	1
57	479	255	487	263	1




#ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
20001	10011	100
20002	11021	100	11022	100	11023	100
20003	11031	100

#id_credit	ani_id	x	y	vx	vy
[CREDIT]
1	20001	120	115	0	0
1	20002	407	89	0	0
1	20003	422	108	0	0
2	KHANG	110	230	0	-0.008
2	LUONG	110	230	0	-0.008
2	DUY	110	230	0	-0.008
2	DIRECTOR	110	230	0	-0.008
2	H.HIHASIVA	135	230	0	-0.008
2	K.KITAZUMI	135	230	0	-0.008
2	 	135	230	0	-0.008
2	MANAGER	110	230	0	-0.008
2	K.VOSHIDA	135	230	0	-0.008
2	 	125	230	0	-0.008
2	GAME DESIGN	110	230	0	-0.008
2	FANKV	135	230	0	-0.008
2	AND OTHERS	135	230	0	-0.008
2	 	135	230	0	-0.008
2	CHARACTER	110	230	0	-0.008
2	DESIGN	135	230	0	-0.008
2	FANKV	135	230	0	-0.008
2	 	135	230	0	-0.008
2	ART DESIGN	110	230	0	-0.008
2	PGM F1	135	230	0	-0.008
2	 	135	230	0	-0.008
2	MUSIC	110	230	0	-0.008
2	COMPOSER	120	230	0	-0.008
2	NAOKI KODAKA	135	230	0	-0.008
2	 	135	230	0	-0.008
2	SOUND	110	230	0	-0.008
2	PROGRAM	120	230	0	-0.008
2	MARUMO	135	230	0	-0.008
2	 	135	230	0	-0.008
2	PROGRAM	110	230	0	-0.008
2	SEMTA	135	230	0	-0.008
2	KAMZ	135	230	0	-0.008
2	 	135	230	0	-0.008
2	SPECIAL	110	230	0	-0.008
2	THANK TO	120	230	0	-0.008
2	MORIKEM	135	230	0	-0.008
2	CHIAO	135	230	0	-0.008









